,Paths,Folders,Label
0,data/Train/BL3-5-DL/slice01150 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-5-DL/,0
1,data/Train/BL3-5-DL/slice01300 (2020_05_17 16_28_34 UTC)_mar_raw_2.png,BL3-5-DL/,0
2,data/Train/BL3-5-DL/slice00540 (2020_05_17 16_28_34 UTC)_mar_raw_5.png,BL3-5-DL/,0
3,data/Train/BL3-5-DL/slice00820 (2020_05_17 16_28_34 UTC)_mar_raw_6.png,BL3-5-DL/,0
4,data/Borehole/GN-DB-3/slice00780_mar_raw_4.png,GN-DB-3/,1
5,data/Borehole/GN-DB-3/slice00270_mar_raw_3.png,GN-DB-3/,1
6,data/Borehole/GN-DB-3/slice00580_mar_raw_5.png,GN-DB-3/,1
7,data/Borehole/GN-DB-3/slice00430_mar_raw_1.png,GN-DB-3/,1
8,data/Lab_New/ML3_NEW/slice00240_bbox_raw_7.png,ML3_NEW/,2
9,data/Lab_New/ML3_NEW/slice00520_mar_raw_4.png,ML3_NEW/,2
10,data/Lab_New/ML3_NEW/slice00610_mar_raw_7.png,ML3_NEW/,2
11,data/Lab_New/ML3_NEW/slice00510_bbox_raw_1.png,ML3_NEW/,2
12,data/Borehole/MS-DB-Geo01-3/slice00341 (2020_03_12 20_42_36 UTC)_mar_raw_12.png,MS-DB-Geo01-3/,3
13,data/Borehole/MS-DB-Geo01-3/slice00433 (2020_10_28 07_52_30 UTC)_mar_raw_7.png,MS-DB-Geo01-3/,3
14,data/Borehole/MS-DB-Geo01-3/slice00220 (2020_03_12 20_42_36 UTC)_mar_raw_8.png,MS-DB-Geo01-3/,3
15,data/Borehole/MS-DB-Geo01-3/slice00291 (2020_03_12 20_42_36 UTC)_mar_raw_12.png,MS-DB-Geo01-3/,3
16,data/Borehole/OL-DB-3/slice00250_mar_raw_6.png,OL-DB-3/,4
17,data/Borehole/OL-DB-3/slice00410_mar_raw_3.png,OL-DB-3/,4
18,data/Borehole/OL-DB-3/slice00360_mar_raw_5.png,OL-DB-3/,4
19,data/Borehole/OL-DB-3/slice00370_mar_raw_3.png,OL-DB-3/,4
