,Paths,Folders,Label
0,data/Borehole/BL-DB-1/slice00380_mar_raw_2.png,BL-DB-1/,0
1,data/Borehole/BL-DB-1/slice00250_mar_raw_7.png,BL-DB-1/,0
2,data/Borehole/BL-DB-1/slice00330_mar_raw_1.png,BL-DB-1/,0
3,data/Borehole/BL-DB-1/slice00400_mar_raw_2.png,BL-DB-1/,0
4,data/Borehole/BL-DB-1/slice00540_mar_raw_1.png,BL-DB-1/,0
5,data/Borehole/BL-DB-1/slice00460_mar_raw_2.png,BL-DB-1/,0
6,data/Borehole/BL-DB-1/slice00400_mar_raw_5.png,BL-DB-1/,0
7,data/Borehole/BL-DB-1/slice00590_mar_raw_2.png,BL-DB-1/,0
8,data/Borehole/BL-DB-1/slice00210_mar_raw_1.png,BL-DB-1/,0
9,data/Borehole/BL-DB-1/slice00420_mar_raw_10.png,BL-DB-1/,0
10,data/Borehole/BL-DB-1/slice00480_mar_raw_9.png,BL-DB-1/,0
11,data/Borehole/BL-DB-1/slice00450_mar_raw_2.png,BL-DB-1/,0
12,data/Borehole/BL-DB-1/slice00500_mar_raw_4.png,BL-DB-1/,0
13,data/Borehole/BL-DB-1/slice00300_mar_raw_11.png,BL-DB-1/,0
14,data/Borehole/BL-DB-1/slice00280_mar_raw_5.png,BL-DB-1/,0
15,data/Borehole/BL-DB-1/slice00300_mar_raw_2.png,BL-DB-1/,0
16,data/Borehole/BL-DB-1/slice00650_mar_raw_4.png,BL-DB-1/,0
17,data/Borehole/BL-DB-1/slice00520_mar_raw_8.png,BL-DB-1/,0
18,data/Borehole/BL-DB-1/slice00400_mar_raw_3.png,BL-DB-1/,0
19,data/Borehole/BL-DB-1/slice00240_mar_raw_7.png,BL-DB-1/,0
20,data/Borehole/BL-DB-1/slice00300_mar_raw_11.png,BL-DB-1/,0
21,data/Borehole/BL-DB-1/slice00380_mar_raw_4.png,BL-DB-1/,0
22,data/Borehole/BL-DB-1/slice00300_mar_raw_2.png,BL-DB-1/,0
23,data/Borehole/BL-DB-1/slice00560_mar_raw_1.png,BL-DB-1/,0
24,data/Borehole/BL-DB-1/slice00370_mar_raw_5.png,BL-DB-1/,0
25,data/Borehole/BL-DB-1/slice00230_mar_raw_1.png,BL-DB-1/,0
26,data/Borehole/BL-DB-1/slice00550_mar_raw_4.png,BL-DB-1/,0
27,data/Borehole/BL-DB-1/slice00280_mar_raw_7.png,BL-DB-1/,0
